query,result_count
不長進,25000000
不開竅,1580000
不隨意,13600000
不隨意肌,35600
不雅,68300000
不雅觀,377000
不離兒,2420000
不露聲色,237000
不韙,491000
不願,62100000
不顧一切,1910000
不體面,3370000
丐,67000000
丑時,235000
丑牛,26500000
丑角,13700000
丑鴨,999000
丒,1120000
且,100000000
且休,66800000
且慢,23500000
且末,16400000
且末縣,5470
且末遺址,38500
且說,36900000
丕變,86200
世上,100000000
世世,8330000
世世代代,48700000
世事,84700000
世交,9320000
世代,87300000
世代相傳,6570000
世務,4290000
世外桃源,68600000
世宗,33600000
世尊,26800000
世局,100000000
世情,100000000
世態,259000
世故,70800000
世母,100000000
世濤,5980
世界人權宣言,1050000
世界博覽會,4900000
世界地圖,29300000
世界大戰,22400000
世界屋脊,14700000
世界強國,10000000
世界文化遺產,9640000
世界文化遺產地,9400000
世界日報,7950000
世界末日,66900000
世界杯,79000000
世界氣象組織,397000
世界海關組織,172000
世界知名,51200000
世界知識產權組織,16100000
世界第一,100000000
世界糧食署,713000
世界級,39200000
世界經濟,54700000
世界聞名,3350000
世界自然基金會,895000
世界衛生大會,435000
世界衛生組織,12100000
世界觀,42700000
世界語,30400000
世界變暖,3770000
世界貿易中心,3760000
世界運動會,4420000
世界野生生物基金會,651000
世界金融中心,15200000
世祿,1490000
世祿之家,248000
世紀,18100000
世紀末,9550000
世胄,1430000
世行,15100000
世衛,30100000
世襲,358000
世襲君主國,138000
世說新語,21900000
世貿,702000
世貿大廈,623000
世貿組織,3980000
世足,1330000
世運,1070000
世道,68200000
世銀,8230000
世間,5230000
世隔絕,1220000
世風,28300000
世風日下,892000
丘,100000000
丘北縣,10400
丘吉爾,46300
丘成桐,4300000
丘爾金,1270
丘疹,70400000
丘腦,49900
丘逢甲,3410000
丘陵,87200000
丙,100000000
丙二醇,36400000
丙型,25800000
丙基,21400000
丙子戰爭,61800
丙子胡亂,16200
丙寅,38800000
丙戌,30000000
丙環唑,437000
丙糖,936000
丙綸,113000
丙辰,39900000
丙醚,1620000
丙醛,3190000
丞,91200000
丟,14200000
丟下,13200000
丟到家,669000
丟失,2280000
丟官,39200
丟手,6550000
丟烏紗帽,20000
丟臉,454000
丟面子,1270000
丟魂落魄,150000
両,10800000
丣,1000000
並,66100000
並不在乎,27000000
並入,221000
並排,333000
並條,6010
並激,3440000
並稱,9320000
並立,491000
並系群,5980000
並聯,323000
並肩,735000
並蒂蓮,17200
並處,23000000
並行口,1980000
並行程序,5150000
並行計算,2060000
並進,27600000
丩,1480000
丫子,9900000
丫挺,1110000
丫環,55000
丫角,741000
丫鬟,65900000
中,100000000
中世紀,948000
中二病,4380000
中人,100000000
中介,100000000
中企業,50300000
中俄,67100000
中俄伊犁條約,211000
中俄北京條約,1610000
中俄邊界協議,178000
中傷,53800000
中元普渡,380000
中元節,122000
中共中央,71400000
中共中央宣傳部,5550000
中共九大,553000
中分,70500000
中北大學,5170000
中北部,11000000
中區,100000000
中午,100000000
中南,94900000
中南半島,1740000
中南部,49600000
中印,64500000
中印半島,75600
中原,100000000
中古漢語,1950000
中向性格,65500000
中和劑,2480000
中國交通建設,12900000
中國人,84400000
中國人大,38000000
中國人權民運信息中心,31
中國人權組織,587000
中國人民對外友好協會,86900
中國人民政治協商會議,4640000
中國人民武裝警察部隊,690000
中國人民銀行,22000000
中國伊斯蘭教協會,56800
中國保險監督管理委員會,1480000
中國共產主義青年團,1310000
中國共產黨,47300000
中國共產黨中央委員會,2200000
中國共產黨中央委員會宣傳部,2290000
中國剩餘定理,184000
中國化,82800000
中國北方工業公司,5810000
中國同盟會,1630000
中國商飛,578000
中國國家環保局,17100000
中國國際信托投資公司,3890000
中國國際廣播電台,337000
中國地球物理學會,84100
中國地質調查局,1530000
中國城,32700000
中國大蠑螈,23500
中國天主教愛國會,44000
中國好聲音,19500000
中國左翼作家聯盟,21400
中國建設銀行,13600000
中國式,53900000
中國政法大學,7260000
中國教育網,63800000
中國文學藝術界聯合會,216000
中國新聞社,25800000
中國日報,62600000
中國時報,7210000
中國東方航空,3910000
中國核能總公司,3540000
中國歷史博物館,1720000
中國殘聯,572000
中國民主促進會,573000
中國民用航空局,2010000
中國海,73900000
中國海洋石油總公司,1600000
中國消費者協會,492000
中國特色社會主義,24600000
中國產,72400000
中國石油和化學工業協會,69200
中國石油天然氣集團公司,2940000
中國社會科學院,16400000
中國移動通信,15800000
中國籍,27400000
中國精密機械進出口公司,11700
中國紅,43500000
中國美術館,1290000
中國聯通,16900000
中國航天工業公司,2240000
中國航海日,181000
中國航空工業公司,1560000
中國航空運輸協會,83700
中國船舶工業集團,7900000
中國船舶貿易公司,10800000
中國船舶重工集團公司,802000
中國製造2025,1840000
中國西北邊陲,19300
中國話,42700000
中國證券監督管理委員會,1250000
中國通,100000000
中國進出口銀行,900000
中國郵政,16200000
中國鈸,35
中國銀行業監督管理委員會,878000
中土,45600000
中埔,950000
中堅,1000000
中壓管,18100000
中壢,1180000
中外,100000000
中天,75700000
中央人民政府駐香港特別行政區聯絡辦公室,263000
中央企業,17100000
中央凹,1250000
中央分車帶,384000
中央匯金,1130000
中央宣傳部,9880000
中央廣播電臺,3270000
中央情報局,629000
中央戲劇學院,1750000
中央政府,100000000
中央日報,6590000
中央民族大學,9450000
中央海嶺,168000
中央直轄市,687000
中央研究院,12400000
中央社,15100000
中央空調,94500000
中央財經大學,6450000
中央軍事委員會,898000
中央邦,1600000
中央集權,2120000
中央音樂學院,4430000
中央黨校,8480000
中子,76700000
中子俘獲,68500
中子射線攝影,4410
中子數,1540000
中子星,7410000
中學生,3100000
中宣部,53500000
中密度纖維板,8770000
中尼,5890000
中局,97200000
中層,693000
中山,100000000
中山公園,19100000
中山區,982000
中山成彬,154000
中山服,15400000
中山狼傳,100000
中山陵,20300000
中嶽,166000
中巴士,29500000
中師,72000000
中常,100000000
中度性肺水腫,605000
中式,78400000
中式英語,2850000
中彈,47300000
中彩,21400000
中徑,22800000
中微子,7710000
中心,100000000
中心區,49300000
中心粒,25200000
中性粒細胞,37000000
中情局,20600000
中成藥,33700000
中招,68700000
中文,100000000
中方,71100000
中日,81000000
中時,100000000
中暑,72300000
中期,100000000
中杓鷸,84
中杜鵑,6750000
中槍,27600000
中標,1360000
中樞,816000
中歐,481000
中正,72500000
中正區,1030000
中正紀念堂,608000
中毒,100000000
中毒性,32200000
中氣層頂,926000
中水,73700000
中江,48700000
中沙群島,620000
中油,66100000
中法,65900000
中洋脊,62
中流砥柱,55000000
中源地震,11100000
中爪哇,886000
中牟,64000000
中牟縣,189000
中獎,2650000
中環,4870000
中甸縣,243000
中的,100000000
中看,100000000
中看不中用,100000000
中石化,68700000
中石器時代,7310000
中石油川東鑽探公司,9420
中秋,98700000
中程,100000000
中立,81000000
中立國,1190000
中站區,9480
中等,100000000
中等專業學校,9410000
中等教育,36000000
中等普通教育,36500000
中筋麵粉,26600000
中篇小說,2310000
中簽,55800
中紀委,19500000
中級,2100000
中縫,36300
中繼,703000
中繼器,3750000
中繼站,922000
中美,78900000
中考,100000000
中耳,70700000
中耳炎,68800000
中聯航,469000
中聯辦,5840000
中肯,69200000
中興,2530000
中航技進出口有限責任公司,6910
中英,100000000
中英文對照,48700000
中華,27800000
中華全國婦女聯合會,194000
中華全國體育總會,114000
中華民國,3790000
中華航空公司,8330000
中華蘇維埃共和國,290000
中華電視,5280000
中華鷓鴣,15300
中藥,5240000
中蘇解決懸案大綱協定,2240
中行,74100000
中衛,1120000
中衛市,5630000
中西合併,589000
中西合璧,29700000
中規中矩,5110000
中計,59500000
中試,89400000
中財,58400
中越戰爭,1230000
中路,100000000
中軸線,4500000
中輟,2960000
中轉,620000
中轉櫃檯,25100
中途,100000000
中途島戰役,268000
中途擱淺,63300
中遠集團,684000
中都,100000000
中野,37700000
中量級,4870000
中長跑,4160000
中間,24300000
中間名,9060000
中間商,6320000
中間派,1400000
中間神經元,306000
中間路線,98100
中陽縣,5780
中青,64400000
中青年,69000000
中非,67200000
中風,1120000
中餐館,5000000
中高度防空,5360000
中點,419000
丮,553000
丰姿,13100000
丱,2190000
串供,13900000
串口,79400000
串崗,6800
串聯,1880000
串行,79800000
串行點陣打印機,73200
串親訪友,69500
串謀,38700
串通一氣,529000
串鄉,2730000
串門兒,60100
串門子,457000
丷,40600000
丸,100000000
丸子,69600000
丹佛,52200000
丹寨,18800000
丹尼斯,53400000
丹尼爾,576000
丹彩,460000
丹徒,29800000
丹徒區,22000
丹心,71300000
丹東市,139000
丹毒,22500000
丹江口,63300000
丹沙,1020000
丹皮,50100000
丹陽,2510000
丹青,67700000
丹頂鶴,89900
丹鳳,231000
丹鳳眼,601000
丹鳳縣,11200
丹麥,1990000
主人,100000000
主人翁,78000000
主任,100000000
主使,100000000
主保聖人,167000
主修,59400000
主力,100000000
主力艦,3100000
主動脈,11900000
主委,38000000
主嫌,17900000
主宰,89500000
主宰者,18100000
主將,321000
主導性,6190000
主峰,61100000
主席臺,1500000
主幹線,252000
主廚,794000
主張,4370000
主戰派,1160000
主抓,61500000
主持人,100000000
主掌,100000000
主教座堂,5570000
主料,90100000
主旨,98000000
主板,100000000
主機,5720000
主次,82600000
主治醫師,54200000
主法向量,2360000
主環,18700000
主科,21200000
主管人員,41100000
主簿,35100000
主線,3420000
主罰,19300
主見,432000
主計,11600000
主調,27200000
主謂句,1480000
主謂結構,809000
主謂賓,995000
主講,982000
主賓謂,20700
主車群,1140000
主辦,5260000
主辦國,7100000
主辦權,420000
主銷,34100
主頁,9100000
主題曲,66200000
主題演講,11700000
主顧,104000
主食,89200000
主體,5590000
丼,23300000
丿,68500000
乀,24600000
乃堆拉山口,301000
乃是,100000000
乃東,66800
乃爾,1300000
乃至,100000000
久久,84600000
久之,100000000
久仰,16500000
久保,24200000
久假不歸,1390000
久別,300000
久已,100000000
久慕,2400000
久攻不下,50800000
久治縣,7510
久留,32100000
久病,53200000
久病成良醫,54200
久經考驗,172000
久聞大名,122000
久負盛名,961000
久違,1740000
么,100000000
么二,100000000
乊,6970000
之內,54500000
之字形,9500000
之後,66300000
之所以,100000000
之類,9800000
乍,94200000
乍得,18800000
乍得湖,665000
乍浦鎮,287000
乍現,182000
乍看,68300000
乎,100000000
乏,100000000
乏味,86500000
乏燃料棒,505000
乒,71000000
乒乓球拍,25800000
乓,32800000
乕,565000
乖,100000000
乖乖牌,2420000
乖巧,75200000
乖張,131000
乖謬,63100
乖順,468000
乘人不備,2530000
乘以,100000000
乘勢,238000
乘坐,100000000
乘堅策肥,4090
乘搭,49100000
乘機,361000
乘法,100000000
乘法表,9930000
乘法逆,12900000
乘積,182000
乘船,71700000
乘虛,2400000
乘虛而入,620000
乘車,1410000
乘除,62800000
乘風破浪,20400000
乙亥,68500000
乙卯,41200000
乙型,71700000
乙基,71100000
乙太,1880000
乙方,100000000
乙氧基,12200000
乙氨基,9620000
乙炔,73700000
乙烯,100000000
乙種,6990000
乙種粒子,23600
乙肝,81700000
乙腦,7920
乙酉,36400000
乙酰,77500000
乙酸,84900000
乙醇,100000000
乙醇酸,4300000
乙醚,39700000
乙醛,29100000
乛,10100000
乜斜,1280000
九三學社,2800000
九九歸一,386000
九九重陽,5930000
九份,24200000
九台區,884000
九天,82200000
九天攬月,456000
九天玄女,9290000
九如,9220000
九如鄉,51000
九孔,16500000
九官鳥,682000
九宮山鎮,126000
九宮格數獨,249000
九寨溝縣,14200
九寨溝風景名勝區,74300
九層塔,555000
九嶷山,3380000
九巴,1330000
九成,100000000
九折,69900000
九月,100000000
九死一生,46200000
九江地區,3390000
九江市,65800000
九江縣,8280
九流,31400000
九牛一毛,18300000
九牛二虎之力,15200000
九竅,201000
九章算術,1000000
九聲六調,5480000
九號球,1200000
九里,46200000
九野,4750000
九零後,1690000
九霄雲外,559000
九頭鳥,14300
九齒釘耙,150000
九龍坡區,117000
九龍城,5340000
乞,100000000
乞丐,75500000
乞休,3960000
乞兒,112000
乞力馬扎羅山,569000
乞和,5870000
乞哀告憐,39100
乞恕,4020000
乞討,204000
乞貸,157000
乞食,11200000
也好不了多少,100000000
也好不到哪裡去,35300000
也罷,541000
也許,10500000
也門,127000
乢,2350000
乣,1500000
乤,745000
乩,31700000
乩童,953000
乪,487000
乭,397000
乳,100000000
乳交,12400000
乳光,2530000
乳兒,27800000
乳化,77400000
乳化劑,15200000
乳名,28500000
乳品,77100000
乳哺,1310000
乳山市,53800000
乳房,88400000
乳房攝影,1520000
乳暈,78
乳母,23000000
乳液,82000000
乳源瑤族自治縣,8840
乳牙,45100000
乳癌,76400000
乳白,78900000
乳白色,76900000
乳突竇,40100
乳糜瀉,265000
乳缽,17800
乳脂,12300000
乳腺炎,53200000
乳膠,830000
